cp	char	block	name	ink	clip	dup_of	recommended
U+2550	═	Box Drawing	BOX DRAWINGS DOUBLE HORIZONTAL	0.1334	0.0465		1
U+2551	║	Box Drawing	BOX DRAWINGS DOUBLE VERTICAL	0.2465	0.0102		1
U+2552	╒	Box Drawing	BOX DRAWINGS DOWN SINGLE AND RIGHT DOUBLE	0.1325	0.0314		1
U+2553	╓	Box Drawing	BOX DRAWINGS DOWN DOUBLE AND RIGHT SINGLE	0.1620	0.0132		1
U+2554	╔	Box Drawing	BOX DRAWINGS DOUBLE DOWN AND RIGHT	0.1902	0.0221		1
U+2555	╕	Box Drawing	BOX DRAWINGS DOWN SINGLE AND LEFT DOUBLE	0.1344	0.0161		1
U+2556	╖	Box Drawing	BOX DRAWINGS DOWN DOUBLE AND LEFT SINGLE	0.1630	0.0068		1
U+2557	╗	Box Drawing	BOX DRAWINGS DOUBLE DOWN AND LEFT	0.1922	0.0113		1
U+2558	╘	Box Drawing	BOX DRAWINGS UP SINGLE AND RIGHT DOUBLE	0.1312	0.0407		1
U+2559	╙	Box Drawing	BOX DRAWINGS UP DOUBLE AND RIGHT SINGLE	0.1596	0.0286		1
U+255A	╚	Box Drawing	BOX DRAWINGS DOUBLE UP AND RIGHT	0.1877	0.0351		1
U+255B	╛	Box Drawing	BOX DRAWINGS UP SINGLE AND LEFT DOUBLE	0.1332	0.0254		1
U+255C	╜	Box Drawing	BOX DRAWINGS UP DOUBLE AND LEFT SINGLE	0.1606	0.0222		1
U+255D	╝	Box Drawing	BOX DRAWINGS DOUBLE UP AND LEFT	0.1897	0.0244		1
U+255E	╞	Box Drawing	BOX DRAWINGS VERTICAL SINGLE AND RIGHT DOUBLE	0.1803	0.0299		1
U+255F	╟	Box Drawing	BOX DRAWINGS VERTICAL DOUBLE AND RIGHT SINGLE	0.2663	0.0173		1
U+2560	╠	Box Drawing	BOX DRAWINGS DOUBLE VERTICAL AND RIGHT	0.2770	0.0241		1
U+2561	╡	Box Drawing	BOX DRAWINGS VERTICAL SINGLE AND LEFT DOUBLE	0.1823	0.0187		1
U+2562	╢	Box Drawing	BOX DRAWINGS VERTICAL DOUBLE AND LEFT SINGLE	0.2673	0.0135		1
U+2563	╣	Box Drawing	BOX DRAWINGS DOUBLE VERTICAL AND LEFT	0.2790	0.0167		1
U+2564	╤	Box Drawing	BOX DRAWINGS DOWN SINGLE AND HORIZONTAL DOUBLE	0.1825	0.0344		1
U+2565	╥	Box Drawing	BOX DRAWINGS DOWN DOUBLE AND HORIZONTAL SINGLE	0.1828	0.0176		1
U+2566	╦	Box Drawing	BOX DRAWINGS DOUBLE DOWN AND HORIZONTAL	0.2227	0.0284		1
U+2567	╧	Box Drawing	BOX DRAWINGS UP SINGLE AND HORIZONTAL DOUBLE	0.1813	0.0411		1
U+2568	╨	Box Drawing	BOX DRAWINGS UP DOUBLE AND HORIZONTAL SINGLE	0.1804	0.0312		1
U+2569	╩	Box Drawing	BOX DRAWINGS DOUBLE UP AND HORIZONTAL	0.2202	0.0394		1
U+256A	╪	Box Drawing	BOX DRAWINGS VERTICAL SINGLE AND HORIZONTAL DOUBLE	0.2392	0.0315		1
U+256B	╫	Box Drawing	BOX DRAWINGS VERTICAL DOUBLE AND HORIZONTAL SINGLE	0.2960	0.0193		1
U+256C	╬	Box Drawing	BOX DRAWINGS DOUBLE VERTICAL AND HORIZONTAL	0.3095	0.0284		1
U+256D	╭	Box Drawing	BOX DRAWINGS LIGHT ARC DOWN AND RIGHT	0.0889	0.0238		1
U+256E	╮	Box Drawing	BOX DRAWINGS LIGHT ARC DOWN AND LEFT	0.0898	0.0122		1
U+256F	╯	Box Drawing	BOX DRAWINGS LIGHT ARC UP AND LEFT	0.0887	0.0261		1
U+2570	╰	Box Drawing	BOX DRAWINGS LIGHT ARC UP AND RIGHT	0.0878	0.0376		1
U+2571	╱	Box Drawing	BOX DRAWINGS LIGHT DIAGONAL UPPER RIGHT TO LOWER LEFT	0.1298	0.0454		1
U+2572	╲	Box Drawing	BOX DRAWINGS LIGHT DIAGONAL UPPER LEFT TO LOWER RIGHT	0.1298	0.0455		1
U+2573	╳	Box Drawing	BOX DRAWINGS LIGHT DIAGONAL CROSS	0.2498	0.0471		1
U+2574	╴	Box Drawing	BOX DRAWINGS LIGHT LEFT	0.0341	0.0315		1
U+2575	╵	Box Drawing	BOX DRAWINGS LIGHT UP	0.0611	0.0204		1
U+2576	╶	Box Drawing	BOX DRAWINGS LIGHT RIGHT	0.0331	0.0613		1
U+2577	╷	Box Drawing	BOX DRAWINGS LIGHT DOWN	0.0623	0.0000		1
U+2578	╸	Box Drawing	BOX DRAWINGS HEAVY LEFT	0.0677	0.0317		1
U+2579	╹	Box Drawing	BOX DRAWINGS HEAVY UP	0.1221	0.0204		1
U+257A	╺	Box Drawing	BOX DRAWINGS HEAVY RIGHT	0.0657	0.0615		1
U+257B	╻	Box Drawing	BOX DRAWINGS HEAVY DOWN	0.1245	0.0000		1
U+257C	╼	Box Drawing	BOX DRAWINGS LIGHT LEFT AND HEAVY RIGHT	0.0987	0.0520		1
U+257D	╽	Box Drawing	BOX DRAWINGS LIGHT UP AND HEAVY DOWN	0.1855	0.0068		1
U+257E	╾	Box Drawing	BOX DRAWINGS HEAVY LEFT AND LIGHT RIGHT	0.1020	0.0412		1
U+257F	╿	Box Drawing	BOX DRAWINGS HEAVY UP AND LIGHT DOWN	0.1843	0.0136		1
U+2580	▀	Block Elements	UPPER HALF BLOCK	0.4633	0.0635		1
U+2581	▁	Block Elements	LOWER ONE EIGHTH BLOCK	0.1238	0.0466		1
U+2582	▂	Block Elements	LOWER ONE QUARTER BLOCK	0.2396	0.0467		1
U+2583	▃	Block Elements	LOWER THREE EIGHTHS BLOCK	0.3558	0.0467		1
U+2584	▄	Block Elements	LOWER HALF BLOCK	0.4716	0.0467		1
U+2585	▅	Block Elements	LOWER FIVE EIGHTHS BLOCK	0.5879	0.0467		1
U+2586	▆	Block Elements	LOWER THREE QUARTERS BLOCK	0.7037	0.0467		1
U+2587	▇	Block Elements	LOWER SEVEN EIGHTHS BLOCK	0.8200	0.0467		1
U+2588	█	Block Elements	FULL BLOCK	0.9339	0.0565		1
U+2589	▉	Block Elements	LEFT SEVEN EIGHTHS BLOCK	0.8419	0.0282		1
U+258A	▊	Block Elements	LEFT THREE QUARTERS BLOCK	0.7187	0.0312		1
U+258B	▋	Block Elements	LEFT FIVE EIGHTHS BLOCK	0.5965	0.0354		1
U+258C	▌	Block Elements	LEFT HALF BLOCK	0.4743	0.0417		1
U+258D	▍	Block Elements	LEFT THREE EIGHTHS BLOCK	0.3520	0.0522		1
U+258E	▎	Block Elements	LEFT ONE QUARTER BLOCK	0.2291	0.0732		1
U+258F	▏	Block Elements	LEFT ONE EIGHTH BLOCK	0.1060	0.1370		1
U+2590	▐	Block Elements	RIGHT HALF BLOCK	0.4599	0.0713		1
U+2591	░	Block Elements	LIGHT SHADE	0.1741	0.0026		1
U+2592	▒	Block Elements	MEDIUM SHADE	0.4638	0.0169		1
U+2593	▓	Block Elements	DARK SHADE	0.7533	0.0207		1
U+2594	▔	Block Elements	UPPER ONE EIGHTH BLOCK	0.1104	0.1497		1
U+2595	▕	Block Elements	RIGHT ONE EIGHTH BLOCK	0.0922	0.2488		1
U+2596	▖	Block Elements	QUADRANT LOWER LEFT	0.2400	0.0317		1
U+2597	▗	Block Elements	QUADRANT LOWER RIGHT	0.2322	0.0634		1
U+2598	▘	Block Elements	QUADRANT UPPER LEFT	0.2357	0.0488		1
U+2599	▙	Block Elements	QUADRANT UPPER LEFT AND LOWER LEFT AND LOWER RIGHT	0.7068	0.0486		1
U+259A	▚	Block Elements	QUADRANT UPPER LEFT AND LOWER RIGHT	0.4680	0.0561		1
U+259B	▛	Block Elements	QUADRANT UPPER LEFT AND UPPER RIGHT AND LOWER LEFT	0.7023	0.0547		1
U+259C	▜	Block Elements	QUADRANT UPPER LEFT AND UPPER RIGHT AND LOWER RIGHT	0.6941	0.0653		1
U+259D	▝	Block Elements	QUADRANT UPPER RIGHT	0.2281	0.0799		1
U+259E	▞	Block Elements	QUADRANT UPPER RIGHT AND LOWER LEFT	0.4681	0.0558		1
U+259F	▟	Block Elements	QUADRANT UPPER RIGHT AND LOWER LEFT AND LOWER RIGHT	0.6988	0.0590		1
U+25A0	■	Geometric Shapes	BLACK SQUARE	0.4711	0.0107		1
U+25A1	□	Geometric Shapes	WHITE SQUARE	0.1565	0.0315		1
U+25A2	▢	Geometric Shapes	WHITE SQUARE WITH ROUNDED CORNERS	0.1454	0.0192		1
U+25A3	▣	Geometric Shapes	WHITE SQUARE CONTAINING BLACK SMALL SQUARE	0.3580	0.0140		1
U+25A4	▤	Geometric Shapes	SQUARE WITH HORIZONTAL FILL	0.3010	0.0166		1
U+25A5	▥	Geometric Shapes	SQUARE WITH VERTICAL FILL	0.3012	0.0166		1
U+25A6	▦	Geometric Shapes	SQUARE WITH ORTHOGONAL CROSSHATCH FILL	0.3790	0.0133		1
U+25A7	▧	Geometric Shapes	SQUARE WITH UPPER LEFT TO LOWER RIGHT FILL	0.3200	0.0157		1
U+25A8	▨	Geometric Shapes	SQUARE WITH UPPER RIGHT TO LOWER LEFT FILL	0.3200	0.0157		1
U+25A9	▩	Geometric Shapes	SQUARE WITH DIAGONAL CROSSHATCH FILL	0.3927	0.0128		1
U+25AA	▪	Geometric Shapes	BLACK SMALL SQUARE	0.2015	0.0000		1
U+25AB	▫	Geometric Shapes	WHITE SMALL SQUARE	0.0990	0.0000		1
U+25AC	▬	Geometric Shapes	BLACK RECTANGLE	0.2252	0.0107		1
U+25AD	▭	Geometric Shapes	WHITE RECTANGLE	0.1126	0.0211		1
U+25AE	▮	Geometric Shapes	BLACK VERTICAL RECTANGLE	0.2281	0.0000		1
U+25AF	▯	Geometric Shapes	WHITE VERTICAL RECTANGLE	0.1155	0.0000		1
U+25B0	▰	Geometric Shapes	BLACK PARALLELOGRAM	0.1701	0.0003		1
U+25B1	▱	Geometric Shapes	WHITE PARALLELOGRAM	0.0924	0.0005		1
U+25B2	▲	Geometric Shapes	BLACK UP-POINTING TRIANGLE	0.2381	0.0002		1
U+25B3	△	Geometric Shapes	WHITE UP-POINTING TRIANGLE	0.1148	0.0004		1
U+25B4	▴	Geometric Shapes	BLACK UP-POINTING SMALL TRIANGLE	0.1007	0.0000		1
U+25B5	▵	Geometric Shapes	WHITE UP-POINTING SMALL TRIANGLE	0.0682	0.0000		1
U+25B6	▶	Geometric Shapes	BLACK RIGHT-POINTING TRIANGLE	0.2381	0.0001		1
U+25B7	▷	Geometric Shapes	WHITE RIGHT-POINTING TRIANGLE	0.1147	0.0002		1
U+25B8	▸	Geometric Shapes	BLACK RIGHT-POINTING SMALL TRIANGLE	0.1007	0.0000		1
U+25B9	▹	Geometric Shapes	WHITE RIGHT-POINTING SMALL TRIANGLE	0.0681	0.0000		1
U+25BA	►	Geometric Shapes	BLACK RIGHT-POINTING POINTER	0.1549	0.0000		1
U+25BB	▻	Geometric Shapes	WHITE RIGHT-POINTING POINTER	0.0955	0.0001		1
U+25BC	▼	Geometric Shapes	BLACK DOWN-POINTING TRIANGLE	0.2381	0.0002		1
U+25BD	▽	Geometric Shapes	WHITE DOWN-POINTING TRIANGLE	0.1338	0.0003		1
U+25BE	▾	Geometric Shapes	BLACK DOWN-POINTING SMALL TRIANGLE	0.1007	0.0000		1
U+25BF	▿	Geometric Shapes	WHITE DOWN-POINTING SMALL TRIANGLE	0.0681	0.0000		1
U+25C0	◀	Geometric Shapes	BLACK LEFT-POINTING TRIANGLE	0.2331	0.0213		1
U+25C1	◁	Geometric Shapes	WHITE LEFT-POINTING TRIANGLE	0.1096	0.0442		1
U+25C2	◂	Geometric Shapes	BLACK LEFT-POINTING SMALL TRIANGLE	0.1008	0.0000		1
U+25C3	◃	Geometric Shapes	WHITE LEFT-POINTING SMALL TRIANGLE	0.0681	0.0000		1
U+25C4	◄	Geometric Shapes	BLACK LEFT-POINTING POINTER	0.1516	0.0213		1
U+25C5	◅	Geometric Shapes	WHITE LEFT-POINTING POINTER	0.0922	0.0345		1
U+25C6	◆	Geometric Shapes	BLACK DIAMOND	0.2380	0.0002		1
U+25C7	◇	Geometric Shapes	WHITE DIAMOND	0.1244	0.0004		1
U+25C8	◈	Geometric Shapes	WHITE DIAMOND CONTAINING BLACK SMALL DIAMOND	0.1895	0.0003		1
U+25C9	◉	Geometric Shapes	FISHEYE	0.2926	0.0015		1
U+25CA	◊	Geometric Shapes	LOZENGE	0.1366	0.0000		1
U+25CB	○	Geometric Shapes	WHITE CIRCLE	0.1351	0.0033		1
U+25CC	◌	Geometric Shapes	DOTTED CIRCLE	0.0797	0.0063		1
U+25CD	◍	Geometric Shapes	CIRCLE WITH VERTICAL FILL	0.2548	0.0018		1
U+25CE	◎	Geometric Shapes	BULLSEYE	0.1771	0.0025		1
U+25CF	●	Geometric Shapes	BLACK CIRCLE	0.3739	0.0012		1
U+25D0	◐	Geometric Shapes	CIRCLE WITH LEFT HALF BLACK	0.2546	0.0018		1
U+25D1	◑	Geometric Shapes	CIRCLE WITH RIGHT HALF BLACK	0.2545	0.0018		1
U+25D2	◒	Geometric Shapes	CIRCLE WITH LOWER HALF BLACK	0.2546	0.0018		1
U+25D3	◓	Geometric Shapes	CIRCLE WITH UPPER HALF BLACK	0.2546	0.0018		1
U+25D4	◔	Geometric Shapes	CIRCLE WITH UPPER RIGHT QUADRANT BLACK	0.1948	0.0023		1
U+25D5	◕	Geometric Shapes	CIRCLE WITH ALL BUT UPPER LEFT QUADRANT BLACK	0.3142	0.0014		1
U+25D6	◖	Geometric Shapes	LEFT HALF BLACK CIRCLE	0.1874	0.0000		1
U+25D7	◗	Geometric Shapes	RIGHT HALF BLACK CIRCLE	0.1869	0.0000		1
U+25D8	◘	Geometric Shapes	INVERSE BULLET	0.5308	0.0541		1
U+25D9	◙	Geometric Shapes	INVERSE WHITE CIRCLE	0.6748	0.0549		1
U+25DA	◚	Geometric Shapes	UPPER HALF INVERSE WHITE CIRCLE	0.3376	0.0549		1
U+25DB	◛	Geometric Shapes	LOWER HALF INVERSE WHITE CIRCLE	0.3372	0.0550		1
U+25DC	◜	Geometric Shapes	UPPER LEFT QUADRANT CIRCULAR ARC	0.0340	0.0000		1
U+25DD	◝	Geometric Shapes	UPPER RIGHT QUADRANT CIRCULAR ARC	0.0340	0.0000		1
U+25DE	◞	Geometric Shapes	LOWER RIGHT QUADRANT CIRCULAR ARC	0.0339	0.0000		1
U+25DF	◟	Geometric Shapes	LOWER LEFT QUADRANT CIRCULAR ARC	0.0341	0.0000		1
U+25E0	◠	Geometric Shapes	UPPER HALF CIRCLE	0.0675	0.0033		1
U+25E1	◡	Geometric Shapes	LOWER HALF CIRCLE	0.0677	0.0032		1
U+25E2	◢	Geometric Shapes	BLACK LOWER RIGHT TRIANGLE	0.2330	0.0213		1
U+25E3	◣	Geometric Shapes	BLACK LOWER LEFT TRIANGLE	0.2380	0.0001		1
U+25E4	◤	Geometric Shapes	BLACK UPPER LEFT TRIANGLE	0.2381	0.0001		1
U+25E5	◥	Geometric Shapes	BLACK UPPER RIGHT TRIANGLE	0.2332	0.0213		1
U+25E6	◦	Geometric Shapes	WHITE BULLET	0.0328	0.0000		1
U+25E7	◧	Geometric Shapes	SQUARE WITH LEFT HALF BLACK	0.3142	0.0160		1
U+25E8	◨	Geometric Shapes	SQUARE WITH RIGHT HALF BLACK	0.3139	0.0160		1
U+25E9	◩	Geometric Shapes	SQUARE WITH UPPER LEFT DIAGONAL HALF BLACK	0.3140	0.0160		1
U+25EA	◪	Geometric Shapes	SQUARE WITH LOWER RIGHT DIAGONAL HALF BLACK	0.3139	0.0160		1
U+25EB	◫	Geometric Shapes	WHITE SQUARE WITH VERTICAL BISECTING LINE	0.1931	0.0257		1
U+25EC	◬	Geometric Shapes	WHITE UP-POINTING TRIANGLE WITH DOT	0.1323	0.0004		1
U+25ED	◭	Geometric Shapes	UP-POINTING TRIANGLE WITH LEFT HALF BLACK	0.1765	0.0003		1
U+25EE	◮	Geometric Shapes	UP-POINTING TRIANGLE WITH RIGHT HALF BLACK	0.1764	0.0003		1
U+25EF	◯	Geometric Shapes	LARGE CIRCLE	0.1440	0.0352		1
U+25F0	◰	Geometric Shapes	WHITE SQUARE WITH UPPER LEFT QUADRANT	0.1931	0.0257		1
U+25F1	◱	Geometric Shapes	WHITE SQUARE WITH LOWER LEFT QUADRANT	0.1931	0.0257		1
U+25F2	◲	Geometric Shapes	WHITE SQUARE WITH LOWER RIGHT QUADRANT	0.1931	0.0257		1
U+25F3	◳	Geometric Shapes	WHITE SQUARE WITH UPPER RIGHT QUADRANT	0.1931	0.0257		1
U+25F4	◴	Geometric Shapes	WHITE CIRCLE WITH UPPER LEFT QUADRANT	0.1706	0.0026		1
U+25F5	◵	Geometric Shapes	WHITE CIRCLE WITH LOWER LEFT QUADRANT	0.1704	0.0026		1
U+25F6	◶	Geometric Shapes	WHITE CIRCLE WITH LOWER RIGHT QUADRANT	0.1703	0.0026		1
U+25F7	◷	Geometric Shapes	WHITE CIRCLE WITH UPPER RIGHT QUADRANT	0.1704	0.0026		1
U+25F8	◸	Geometric Shapes	UPPER LEFT TRIANGLE	0.1302	0.0002		1
U+25F9	◹	Geometric Shapes	UPPER RIGHT TRIANGLE	0.1254	0.0389		1
U+25FA	◺	Geometric Shapes	LOWER LEFT TRIANGLE	0.1300	0.0002		1
U+25FB	◻	Geometric Shapes	WHITE MEDIUM SQUARE	0.1352	0.0000		1
U+25FC	◼	Geometric Shapes	BLACK MEDIUM SQUARE	0.3447	0.0000		1
U+25FD	◽	Geometric Shapes	WHITE MEDIUM SMALL SQUARE	0.1121	0.0000		1
U+25FE	◾	Geometric Shapes	BLACK MEDIUM SMALL SQUARE	0.2487	0.0000		1
U+25FF	◿	Geometric Shapes	LOWER RIGHT TRIANGLE	0.1252	0.0389		1
U+2600	☀	Misc Symbols	BLACK SUN WITH RAYS	0.1082	0.0000		0
U+2601	☁	Misc Symbols	CLOUD	0.1093	0.0000		0
U+2602	☂	Misc Symbols	UMBRELLA	0.1130	0.0000		0
U+2603	☃	Misc Symbols	SNOWMAN	0.0903	0.0000		0
U+2604	☄	Misc Symbols	COMET	0.0364	0.0000		0
U+2605	★	Misc Symbols	BLACK STAR	0.1235	0.0000		0
U+2606	☆	Misc Symbols	WHITE STAR	0.0473	0.0000		0
U+2607	☇	Misc Symbols	LIGHTNING	0.1035	0.0000		0
U+2608	☈	Misc Symbols	THUNDERSTORM	0.1947	0.0000		0
U+2609	☉	Misc Symbols	SUN	0.0816	0.0000		0
U+260A	☊	Misc Symbols	ASCENDING NODE	0.1847	0.0002		0
U+260B	☋	Misc Symbols	DESCENDING NODE	0.1957	0.0000		0
U+260C	☌	Misc Symbols	CONJUNCTION	0.1847	0.0000		0
U+260D	☍	Misc Symbols	OPPOSITION	0.1450	0.0000		0
U+260E	☎	Misc Symbols	BLACK TELEPHONE	0.2948	0.0000		0
U+260F	☏	Misc Symbols	WHITE TELEPHONE	0.1060	0.0016		0
U+2610	☐	Misc Symbols	BALLOT BOX	0.0913	0.0000		0
U+2611	☑	Misc Symbols	BALLOT BOX WITH CHECK	0.1211	0.0000		0
U+2612	☒	Misc Symbols	BALLOT BOX WITH X	0.1291	0.0000		0
U+2613	☓	Misc Symbols	SALTIRE	0.1080	0.0000		0
U+2614	☔	Misc Symbols	UMBRELLA WITH RAIN DROPS	0.1182	0.0000		0
U+2615	☕	Misc Symbols	HOT BEVERAGE	0.0887	0.0000		0
U+2616	☖	Misc Symbols	WHITE SHOGI PIECE	0.1241	0.0000		0
U+2617	☗	Misc Symbols	BLACK SHOGI PIECE	0.4371	0.0000		0
U+2618	☘	Misc Symbols	SHAMROCK	0.1956	0.0000		0
U+2619	☙	Misc Symbols	REVERSED ROTATED FLORAL HEART BULLET	0.1226	0.0000		0
U+261A	☚	Misc Symbols	BLACK LEFT POINTING INDEX	0.2090	0.0000		0
U+261B	☛	Misc Symbols	BLACK RIGHT POINTING INDEX	0.2087	0.0000		0
U+261C	☜	Misc Symbols	WHITE LEFT POINTING INDEX	0.0458	0.0011		0
U+261D	☝	Misc Symbols	WHITE UP POINTING INDEX	0.0684	0.0000		0
U+261E	☞	Misc Symbols	WHITE RIGHT POINTING INDEX	0.0457	0.0009		0
U+261F	☟	Misc Symbols	WHITE DOWN POINTING INDEX	0.0686	0.0000		0
U+2620	☠	Misc Symbols	SKULL AND CROSSBONES	0.1188	0.0005		0
U+2621	☡	Misc Symbols	CAUTION SIGN	0.1810	0.0010		0
U+2622	☢	Misc Symbols	RADIOACTIVE SIGN	0.2033	0.0018		0
U+2623	☣	Misc Symbols	BIOHAZARD SIGN	0.0956	0.0000		0
U+2624	☤	Misc Symbols	CADUCEUS	0.1539	0.0000		0
U+2625	☥	Misc Symbols	ANKH	0.1171	0.0000		0
U+2626	☦	Misc Symbols	ORTHODOX CROSS	0.1255	0.0000		0
U+2627	☧	Misc Symbols	CHI RHO	0.1926	0.0000		0
U+2628	☨	Misc Symbols	CROSS OF LORRAINE	0.1436	0.0000		0
U+2629	☩	Misc Symbols	CROSS OF JERUSALEM	0.0891	0.0000		0
U+262A	☪	Misc Symbols	STAR AND CRESCENT	0.1440	0.0000		0
U+262B	☫	Misc Symbols	FARSI SYMBOL	0.1623	0.0033		0
U+262C	☬	Misc Symbols	ADI SHAKTI	0.2040	0.0000		0
U+262D	☭	Misc Symbols	HAMMER AND SICKLE	0.1473	0.0000		0
U+262E	☮	Misc Symbols	PEACE SYMBOL	0.1686	0.0000		0
U+262F	☯	Misc Symbols	YIN YANG	0.2057	0.0005		0
U+2638	☸	Misc Symbols	WHEEL OF DHARMA	0.1928	0.0014		0
U+2639	☹	Misc Symbols	WHITE FROWNING FACE	0.1603	0.0000		0
U+263A	☺	Misc Symbols	WHITE SMILING FACE	0.1601	0.0000		0
U+263B	☻	Misc Symbols	BLACK SMILING FACE	0.2874	0.0000		0
U+263C	☼	Misc Symbols	WHITE SUN WITH RAYS	0.0825	0.0000		0
U+263D	☽	Misc Symbols	FIRST QUARTER MOON	0.0890	0.0000		0
U+263E	☾	Misc Symbols	LAST QUARTER MOON	0.0916	0.0000		0
U+263F	☿	Misc Symbols	MERCURY	0.1612	0.0000		0
U+2640	♀	Misc Symbols	FEMALE SIGN	0.1525	0.0000		0
U+2641	♁	Misc Symbols	EARTH	0.1524	0.0000		0
U+2642	♂	Misc Symbols	MALE SIGN	0.1475	0.0000		0
U+2643	♃	Misc Symbols	JUPITER	0.1723	0.0000		0
U+2644	♄	Misc Symbols	SATURN	0.1345	0.0000		0
U+2645	♅	Misc Symbols	URANUS	0.1712	0.0000		0
U+2646	♆	Misc Symbols	NEPTUNE	0.1437	0.0000		0
U+2647	♇	Misc Symbols	PLUTO	0.1562	0.0000		0
U+2648	♈	Misc Symbols	ARIES	0.1092	0.0000		0
U+2649	♉	Misc Symbols	TAURUS	0.1273	0.0000		0
U+264A	♊	Misc Symbols	GEMINI	0.1625	0.0000		0
U+264B	♋	Misc Symbols	CANCER	0.1659	0.0000		0
U+264C	♌	Misc Symbols	LEO	0.1157	0.0000		0
U+264D	♍	Misc Symbols	VIRGO	0.1835	0.0000		0
U+264E	♎	Misc Symbols	LIBRA	0.1309	0.0000		0
U+264F	♏	Misc Symbols	SCORPIUS	0.1402	0.0000		0
U+2650	♐	Misc Symbols	SAGITTARIUS	0.1338	0.0000		0
U+2651	♑	Misc Symbols	CAPRICORN	0.1229	0.0000		0
U+2652	♒	Misc Symbols	AQUARIUS	0.0832	0.0000		0
U+2653	♓	Misc Symbols	PISCES	0.1450	0.0000		0
U+2654	♔	Misc Symbols	WHITE CHESS KING	0.1152	0.0000		0
U+2655	♕	Misc Symbols	WHITE CHESS QUEEN	0.0930	0.0000		0
U+2656	♖	Misc Symbols	WHITE CHESS ROOK	0.1233	0.0000		0
U+2657	♗	Misc Symbols	WHITE CHESS BISHOP	0.0906	0.0000		0
U+2658	♘	Misc Symbols	WHITE CHESS KNIGHT	0.0498	0.0000		0
U+2659	♙	Misc Symbols	WHITE CHESS PAWN	0.0960	0.0000		0
U+265A	♚	Misc Symbols	BLACK CHESS KING	0.1814	0.0000		0
U+265B	♛	Misc Symbols	BLACK CHESS QUEEN	0.1882	0.0000		0
U+265C	♜	Misc Symbols	BLACK CHESS ROOK	0.2240	0.0000		0
U+265D	♝	Misc Symbols	BLACK CHESS BISHOP	0.1436	0.0000		0
U+265E	♞	Misc Symbols	BLACK CHESS KNIGHT	0.2523	0.0000		0
U+265F	♟	Misc Symbols	BLACK CHESS PAWN	0.2252	0.0000		0
U+2660	♠	Misc Symbols	BLACK SPADE SUIT	0.2064	0.0000		0
U+2661	♡	Misc Symbols	WHITE HEART SUIT	0.0518	0.0021		0
U+2662	♢	Misc Symbols	WHITE DIAMOND SUIT	0.0383	0.0000		0
U+2663	♣	Misc Symbols	BLACK CLUB SUIT	0.2419	0.0000		0
U+2664	♤	Misc Symbols	WHITE SPADE SUIT	0.0503	0.0000		0
U+2665	♥	Misc Symbols	BLACK HEART SUIT	0.3006	0.0006		0
U+2666	♦	Misc Symbols	BLACK DIAMOND SUIT	0.1863	0.0000		0
U+2667	♧	Misc Symbols	WHITE CLUB SUIT	0.0641	0.0000		0
U+2668	♨	Misc Symbols	HOT SPRINGS	0.0654	0.0000		0
U+2669	♩	Misc Symbols	QUARTER NOTE	0.0674	0.0000		0
U+266A	♪	Misc Symbols	EIGHTH NOTE	0.0996	0.0000		0
U+266B	♫	Misc Symbols	BEAMED EIGHTH NOTES	0.1544	0.0000		0
U+266C	♬	Misc Symbols	BEAMED SIXTEENTH NOTES	0.1792	0.0044		0
U+266D	♭	Misc Symbols	MUSIC FLAT SIGN	0.0643	0.0000		0
U+266E	♮	Misc Symbols	MUSIC NATURAL SIGN	0.0580	0.0000		0
U+266F	♯	Misc Symbols	MUSIC SHARP SIGN	0.0853	0.0000		0
U+2670	♰	Misc Symbols	WEST SYRIAC CROSS	0.1242	0.0000		0
U+2671	♱	Misc Symbols	EAST SYRIAC CROSS	0.1052	0.0000		0
U+2672	♲	Misc Symbols	UNIVERSAL RECYCLING SYMBOL	0.0712	0.0000		0
U+2673	♳	Misc Symbols	RECYCLING SYMBOL FOR TYPE-1 PLASTICS	0.1239	0.0000		0
U+2674	♴	Misc Symbols	RECYCLING SYMBOL FOR TYPE-2 PLASTICS	0.1218	0.0000		0
U+2675	♵	Misc Symbols	RECYCLING SYMBOL FOR TYPE-3 PLASTICS	0.1264	0.0000		0
U+2676	♶	Misc Symbols	RECYCLING SYMBOL FOR TYPE-4 PLASTICS	0.1463	0.0000		0
U+2677	♷	Misc Symbols	RECYCLING SYMBOL FOR TYPE-5 PLASTICS	0.1299	0.0000		0
U+2678	♸	Misc Symbols	RECYCLING SYMBOL FOR TYPE-6 PLASTICS	0.1250	0.0000		0
U+2679	♹	Misc Symbols	RECYCLING SYMBOL FOR TYPE-7 PLASTICS	0.1291	0.0000		0
U+267A	♺	Misc Symbols	RECYCLING SYMBOL FOR GENERIC MATERIALS	0.1064	0.0000		0
U+267B	♻	Misc Symbols	BLACK UNIVERSAL RECYCLING SYMBOL	0.1732	0.0000		0
U+267C	♼	Misc Symbols	RECYCLED PAPER SYMBOL	0.2043	0.0000		0
U+267D	♽	Misc Symbols	PARTIALLY-RECYCLED PAPER SYMBOL	0.1515	0.0000		0
U+267E	♾	Misc Symbols	PERMANENT PAPER SIGN	0.0868	0.0000		0
U+267F	♿	Misc Symbols	WHEELCHAIR SYMBOL	0.1424	0.0000		0
U+2680	⚀	Misc Symbols	DIE FACE-1	0.1675	0.0000		0
