cp	char	block	name	ink	clip	dup_of	recommended
U+1E52	Ṓ	Latin Ext Additional	LATIN CAPITAL LETTER O WITH MACRON AND ACUTE	0.2337	0.0275		0
U+1E53	ṓ	Latin Ext Additional	LATIN SMALL LETTER O WITH MACRON AND ACUTE	0.1869	0.0000		0
U+1E54	Ṕ	Latin Ext Additional	LATIN CAPITAL LETTER P WITH ACUTE	0.1910	0.0000		0
U+1E55	ṕ	Latin Ext Additional	LATIN SMALL LETTER P WITH ACUTE	0.2012	0.0000		0
U+1E56	Ṗ	Latin Ext Additional	LATIN CAPITAL LETTER P WITH DOT ABOVE	0.1878	0.0000		0
U+1E57	ṗ	Latin Ext Additional	LATIN SMALL LETTER P WITH DOT ABOVE	0.1961	0.0000		0
U+1E58	Ṙ	Latin Ext Additional	LATIN CAPITAL LETTER R WITH DOT ABOVE	0.2193	0.0000		0
U+1E59	ṙ	Latin Ext Additional	LATIN SMALL LETTER R WITH DOT ABOVE	0.1378	0.0000		0
U+1E5A	Ṛ	Latin Ext Additional	LATIN CAPITAL LETTER R WITH DOT BELOW	0.2194	0.0000		0
U+1E5B	ṛ	Latin Ext Additional	LATIN SMALL LETTER R WITH DOT BELOW	0.1379	0.0000		0
U+1E5C	Ṝ	Latin Ext Additional	LATIN CAPITAL LETTER R WITH DOT BELOW AND MACRON	0.2480	0.0000		0
U+1E5D	ṝ	Latin Ext Additional	LATIN SMALL LETTER R WITH DOT BELOW AND MACRON	0.1665	0.0000		0
U+1E5E	Ṟ	Latin Ext Additional	LATIN CAPITAL LETTER R WITH LINE BELOW	0.2326	0.0000		0
U+1E5F	ṟ	Latin Ext Additional	LATIN SMALL LETTER R WITH LINE BELOW	0.1512	0.0000		0
U+1E60	Ṡ	Latin Ext Additional	LATIN CAPITAL LETTER S WITH DOT ABOVE	0.1982	0.0000		0
U+1E61	ṡ	Latin Ext Additional	LATIN SMALL LETTER S WITH DOT ABOVE	0.1455	0.0000		0
U+1E62	Ṣ	Latin Ext Additional	LATIN CAPITAL LETTER S WITH DOT BELOW	0.1982	0.0000		0
U+1E63	ṣ	Latin Ext Additional	LATIN SMALL LETTER S WITH DOT BELOW	0.1455	0.0000		0
U+1E64	Ṥ	Latin Ext Additional	LATIN CAPITAL LETTER S WITH ACUTE AND DOT ABOVE	0.2168	0.0000		0
U+1E65	ṥ	Latin Ext Additional	LATIN SMALL LETTER S WITH ACUTE AND DOT ABOVE	0.1661	0.0000		0
U+1E66	Ṧ	Latin Ext Additional	LATIN CAPITAL LETTER S WITH CARON AND DOT ABOVE	0.2135	0.0322		0
U+1E67	ṧ	Latin Ext Additional	LATIN SMALL LETTER S WITH CARON AND DOT ABOVE	0.1827	0.0000		0
U+1E68	Ṩ	Latin Ext Additional	LATIN CAPITAL LETTER S WITH DOT BELOW AND DOT ABOVE	0.2136	0.0000		0
U+1E69	ṩ	Latin Ext Additional	LATIN SMALL LETTER S WITH DOT BELOW AND DOT ABOVE	0.1608	0.0000		0
U+1E6A	Ṫ	Latin Ext Additional	LATIN CAPITAL LETTER T WITH DOT ABOVE	0.1385	0.0000		0
U+1E6B	ṫ	Latin Ext Additional	LATIN SMALL LETTER T WITH DOT ABOVE	0.1368	0.0000		0
U+1E6C	Ṭ	Latin Ext Additional	LATIN CAPITAL LETTER T WITH DOT BELOW	0.1385	0.0000		0
U+1E6D	ṭ	Latin Ext Additional	LATIN SMALL LETTER T WITH DOT BELOW	0.1368	0.0000		0
U+1E6E	Ṯ	Latin Ext Additional	LATIN CAPITAL LETTER T WITH LINE BELOW	0.1519	0.0000		0
U+1E6F	ṯ	Latin Ext Additional	LATIN SMALL LETTER T WITH LINE BELOW	0.1501	0.0000		0
U+1E70	Ṱ	Latin Ext Additional	LATIN CAPITAL LETTER T WITH CIRCUMFLEX BELOW	0.1604	0.0000		0
U+1E71	ṱ	Latin Ext Additional	LATIN SMALL LETTER T WITH CIRCUMFLEX BELOW	0.1586	0.0000		0
U+1E72	Ṳ	Latin Ext Additional	LATIN CAPITAL LETTER U WITH DIAERESIS BELOW	0.2041	0.0000		0
U+1E73	ṳ	Latin Ext Additional	LATIN SMALL LETTER U WITH DIAERESIS BELOW	0.1630	0.0000		0
U+1E74	Ṵ	Latin Ext Additional	LATIN CAPITAL LETTER U WITH TILDE BELOW	0.2179	0.0000		0
U+1E75	ṵ	Latin Ext Additional	LATIN SMALL LETTER U WITH TILDE BELOW	0.1767	0.0000		0
U+1E76	Ṷ	Latin Ext Additional	LATIN CAPITAL LETTER U WITH CIRCUMFLEX BELOW	0.2153	0.0000		0
U+1E77	ṷ	Latin Ext Additional	LATIN SMALL LETTER U WITH CIRCUMFLEX BELOW	0.1740	0.0000		0
U+1E78	Ṹ	Latin Ext Additional	LATIN CAPITAL LETTER U WITH TILDE AND ACUTE	0.2137	0.0341		0
U+1E79	ṹ	Latin Ext Additional	LATIN SMALL LETTER U WITH TILDE AND ACUTE	0.1898	0.0000		0
U+1E7A	Ṻ	Latin Ext Additional	LATIN CAPITAL LETTER U WITH MACRON AND DIAERESIS	0.2108	0.0579		0
U+1E7B	ṻ	Latin Ext Additional	LATIN SMALL LETTER U WITH MACRON AND DIAERESIS	0.1914	0.0000		0
U+1E7C	Ṽ	Latin Ext Additional	LATIN CAPITAL LETTER V WITH TILDE	0.1826	0.0000		0
U+1E7D	ṽ	Latin Ext Additional	LATIN SMALL LETTER V WITH TILDE	0.1483	0.0000		0
U+1E7E	Ṿ	Latin Ext Additional	LATIN CAPITAL LETTER V WITH DOT BELOW	0.1632	0.0000		0
U+1E7F	ṿ	Latin Ext Additional	LATIN SMALL LETTER V WITH DOT BELOW	0.1238	0.0000		0
U+1E80	Ẁ	Latin Ext Additional	LATIN CAPITAL LETTER W WITH GRAVE	0.2309	0.0000		0
U+1E81	ẁ	Latin Ext Additional	LATIN SMALL LETTER W WITH GRAVE	0.1890	0.0000		0
U+1E82	Ẃ	Latin Ext Additional	LATIN CAPITAL LETTER W WITH ACUTE	0.2310	0.0000		0
U+1E83	ẃ	Latin Ext Additional	LATIN SMALL LETTER W WITH ACUTE	0.1889	0.0000		0
U+1E84	Ẅ	Latin Ext Additional	LATIN CAPITAL LETTER W WITH DIAERESIS	0.2388	0.0000		0
U+1E85	ẅ	Latin Ext Additional	LATIN SMALL LETTER W WITH DIAERESIS	0.1947	0.0000		0
U+1E86	Ẇ	Latin Ext Additional	LATIN CAPITAL LETTER W WITH DOT ABOVE	0.2278	0.0000		0
U+1E87	ẇ	Latin Ext Additional	LATIN SMALL LETTER W WITH DOT ABOVE	0.1839	0.0000		0
U+1E88	Ẉ	Latin Ext Additional	LATIN CAPITAL LETTER W WITH DOT BELOW	0.2278	0.0000		0
U+1E89	ẉ	Latin Ext Additional	LATIN SMALL LETTER W WITH DOT BELOW	0.1838	0.0000		0
U+1E8A	Ẋ	Latin Ext Additional	LATIN CAPITAL LETTER X WITH DOT ABOVE	0.1790	0.0000		0
U+1E8B	ẋ	Latin Ext Additional	LATIN SMALL LETTER X WITH DOT ABOVE	0.1351	0.0000		0
U+1E8C	Ẍ	Latin Ext Additional	LATIN CAPITAL LETTER X WITH DIAERESIS	0.1897	0.0000		0
U+1E8D	ẍ	Latin Ext Additional	LATIN SMALL LETTER X WITH DIAERESIS	0.1458	0.0000		0
U+1E8E	Ẏ	Latin Ext Additional	LATIN CAPITAL LETTER Y WITH DOT ABOVE	0.1437	0.0000		0
U+1E8F	ẏ	Latin Ext Additional	LATIN SMALL LETTER Y WITH DOT ABOVE	0.1532	0.0000		0
U+1E90	Ẑ	Latin Ext Additional	LATIN CAPITAL LETTER Z WITH CIRCUMFLEX	0.1969	0.0000		0
U+1E91	ẑ	Latin Ext Additional	LATIN SMALL LETTER Z WITH CIRCUMFLEX	0.1580	0.0000		0
U+1E92	Ẓ	Latin Ext Additional	LATIN CAPITAL LETTER Z WITH DOT BELOW	0.1814	0.0000		0
U+1E93	ẓ	Latin Ext Additional	LATIN SMALL LETTER Z WITH DOT BELOW	0.1361	0.0000		0
U+1E94	Ẕ	Latin Ext Additional	LATIN CAPITAL LETTER Z WITH LINE BELOW	0.1948	0.0000		0
U+1E95	ẕ	Latin Ext Additional	LATIN SMALL LETTER Z WITH LINE BELOW	0.1494	0.0000		0
U+1E96	ẖ	Latin Ext Additional	LATIN SMALL LETTER H WITH LINE BELOW	0.1872	0.0000		0
U+1E97	ẗ	Latin Ext Additional	LATIN SMALL LETTER T WITH DIAERESIS	0.1472	0.0000		0
U+1E98	ẘ	Latin Ext Additional	LATIN SMALL LETTER W WITH RING ABOVE	0.2052	0.0000		0
U+1E99	ẙ	Latin Ext Additional	LATIN SMALL LETTER Y WITH RING ABOVE	0.1745	0.0000		0
U+1E9E	ẞ	Latin Ext Additional	LATIN CAPITAL LETTER SHARP S	0.2196	0.0000		0
U+1EA0	Ạ	Latin Ext Additional	LATIN CAPITAL LETTER A WITH DOT BELOW	0.1850	0.0000		0
U+1EA1	ạ	Latin Ext Additional	LATIN SMALL LETTER A WITH DOT BELOW	0.1660	0.0000		0
U+1EA2	Ả	Latin Ext Additional	LATIN CAPITAL LETTER A WITH HOOK ABOVE	0.1906	0.0000		0
U+1EA3	ả	Latin Ext Additional	LATIN SMALL LETTER A WITH HOOK ABOVE	0.1729	0.0000		0
U+1EA4	Ấ	Latin Ext Additional	LATIN CAPITAL LETTER A WITH CIRCUMFLEX AND ACUTE	0.2020	0.0316		0
U+1EA5	ấ	Latin Ext Additional	LATIN SMALL LETTER A WITH CIRCUMFLEX AND ACUTE	0.2048	0.0000		0
U+1EA6	Ầ	Latin Ext Additional	LATIN CAPITAL LETTER A WITH CIRCUMFLEX AND GRAVE	0.2019	0.0315		0
U+1EA7	ầ	Latin Ext Additional	LATIN SMALL LETTER A WITH CIRCUMFLEX AND GRAVE	0.2048	0.0000		0
U+1EA8	Ẩ	Latin Ext Additional	LATIN CAPITAL LETTER A WITH CIRCUMFLEX AND HOOK ABOVE	0.2025	0.0467		0
U+1EA9	ẩ	Latin Ext Additional	LATIN SMALL LETTER A WITH CIRCUMFLEX AND HOOK ABOVE	0.2086	0.0071		0
U+1EAA	Ẫ	Latin Ext Additional	LATIN CAPITAL LETTER A WITH CIRCUMFLEX AND TILDE	0.2071	0.0859		0
U+1EAB	ẫ	Latin Ext Additional	LATIN SMALL LETTER A WITH CIRCUMFLEX AND TILDE	0.2241	0.0120		0
U+1EAC	Ậ	Latin Ext Additional	LATIN CAPITAL LETTER A WITH CIRCUMFLEX AND DOT BELOW	0.2157	0.0000		0
U+1EAD	ậ	Latin Ext Additional	LATIN SMALL LETTER A WITH CIRCUMFLEX AND DOT BELOW	0.2033	0.0000		0
U+1EAE	Ắ	Latin Ext Additional	LATIN CAPITAL LETTER A WITH BREVE AND ACUTE	0.2061	0.0293		0
U+1EAF	ắ	Latin Ext Additional	LATIN SMALL LETTER A WITH BREVE AND ACUTE	0.2046	0.0002		0
U+1EB0	Ằ	Latin Ext Additional	LATIN CAPITAL LETTER A WITH BREVE AND GRAVE	0.2061	0.0291		0
U+1EB1	ằ	Latin Ext Additional	LATIN SMALL LETTER A WITH BREVE AND GRAVE	0.2046	0.0002		0
U+1EB2	Ẳ	Latin Ext Additional	LATIN CAPITAL LETTER A WITH BREVE AND HOOK ABOVE	0.2066	0.0457		0
U+1EB3	ẳ	Latin Ext Additional	LATIN SMALL LETTER A WITH BREVE AND HOOK ABOVE	0.2089	0.0072		0
U+1EB4	Ẵ	Latin Ext Additional	LATIN CAPITAL LETTER A WITH BREVE AND TILDE	0.2082	0.0758		0
U+1EB5	ẵ	Latin Ext Additional	LATIN SMALL LETTER A WITH BREVE AND TILDE	0.2273	0.0041		0
U+1EB6	Ặ	Latin Ext Additional	LATIN CAPITAL LETTER A WITH BREVE AND DOT BELOW	0.2178	0.0000		0
U+1EB7	ặ	Latin Ext Additional	LATIN SMALL LETTER A WITH BREVE AND DOT BELOW	0.2038	0.0000		0
U+1EB8	Ẹ	Latin Ext Additional	LATIN CAPITAL LETTER E WITH DOT BELOW	0.1939	0.0000		0
U+1EB9	ẹ	Latin Ext Additional	LATIN SMALL LETTER E WITH DOT BELOW	0.1654	0.0000		0
U+1EBA	Ẻ	Latin Ext Additional	LATIN CAPITAL LETTER E WITH HOOK ABOVE	0.1995	0.0000		0
U+1EBB	ẻ	Latin Ext Additional	LATIN SMALL LETTER E WITH HOOK ABOVE	0.1722	0.0000		0
U+1EBC	Ẽ	Latin Ext Additional	LATIN CAPITAL LETTER E WITH TILDE	0.2133	0.0000		0
U+1EBD	ẽ	Latin Ext Additional	LATIN SMALL LETTER E WITH TILDE	0.1899	0.0000		0
U+1EBE	Ế	Latin Ext Additional	LATIN CAPITAL LETTER E WITH CIRCUMFLEX AND ACUTE	0.2108	0.0303		0
U+1EBF	ế	Latin Ext Additional	LATIN SMALL LETTER E WITH CIRCUMFLEX AND ACUTE	0.2042	0.0000		0
U+1EC0	Ề	Latin Ext Additional	LATIN CAPITAL LETTER E WITH CIRCUMFLEX AND GRAVE	0.2108	0.0302		0
U+1EC1	ề	Latin Ext Additional	LATIN SMALL LETTER E WITH CIRCUMFLEX AND GRAVE	0.2042	0.0000		0
U+1EC2	Ể	Latin Ext Additional	LATIN CAPITAL LETTER E WITH CIRCUMFLEX AND HOOK ABOVE	0.2114	0.0449		0
U+1EC3	ể	Latin Ext Additional	LATIN SMALL LETTER E WITH CIRCUMFLEX AND HOOK ABOVE	0.2080	0.0071		0
U+1EC4	Ễ	Latin Ext Additional	LATIN CAPITAL LETTER E WITH CIRCUMFLEX AND TILDE	0.2160	0.0827		0
U+1EC5	ễ	Latin Ext Additional	LATIN SMALL LETTER E WITH CIRCUMFLEX AND TILDE	0.2235	0.0120		0
U+1EC6	Ệ	Latin Ext Additional	LATIN CAPITAL LETTER E WITH CIRCUMFLEX AND DOT BELOW	0.2248	0.0000		0
U+1EC7	ệ	Latin Ext Additional	LATIN SMALL LETTER E WITH CIRCUMFLEX AND DOT BELOW	0.2027	0.0000		0
U+1EC8	Ỉ	Latin Ext Additional	LATIN CAPITAL LETTER I WITH HOOK ABOVE	0.1569	0.0000		0
U+1EC9	ỉ	Latin Ext Additional	LATIN SMALL LETTER I WITH HOOK ABOVE	0.1272	0.0000		0
U+1ECA	Ị	Latin Ext Additional	LATIN CAPITAL LETTER I WITH DOT BELOW	0.1513	0.0000		0
U+1ECB	ị	Latin Ext Additional	LATIN SMALL LETTER I WITH DOT BELOW	0.1393	0.0000		0
U+1ECC	Ọ	Latin Ext Additional	LATIN CAPITAL LETTER O WITH DOT BELOW	0.2175	0.0000		0
U+1ECD	ọ	Latin Ext Additional	LATIN SMALL LETTER O WITH DOT BELOW	0.1578	0.0000		0
U+1ECE	Ỏ	Latin Ext Additional	LATIN CAPITAL LETTER O WITH HOOK ABOVE	0.2231	0.0000		0
U+1ECF	ỏ	Latin Ext Additional	LATIN SMALL LETTER O WITH HOOK ABOVE	0.1647	0.0000		0
U+1ED0	Ố	Latin Ext Additional	LATIN CAPITAL LETTER O WITH CIRCUMFLEX AND ACUTE	0.2344	0.0273		0
U+1ED1	ố	Latin Ext Additional	LATIN SMALL LETTER O WITH CIRCUMFLEX AND ACUTE	0.1967	0.0000		0
U+1ED2	Ồ	Latin Ext Additional	LATIN CAPITAL LETTER O WITH CIRCUMFLEX AND GRAVE	0.2344	0.0272		0
U+1ED3	ồ	Latin Ext Additional	LATIN SMALL LETTER O WITH CIRCUMFLEX AND GRAVE	0.1967	0.0000		0
U+1ED4	Ổ	Latin Ext Additional	LATIN CAPITAL LETTER O WITH CIRCUMFLEX AND HOOK ABOVE	0.2349	0.0405		0
U+1ED5	ổ	Latin Ext Additional	LATIN SMALL LETTER O WITH CIRCUMFLEX AND HOOK ABOVE	0.2004	0.0074		0
U+1ED6	Ỗ	Latin Ext Additional	LATIN CAPITAL LETTER O WITH CIRCUMFLEX AND TILDE	0.2396	0.0751		0
U+1ED7	ỗ	Latin Ext Additional	LATIN SMALL LETTER O WITH CIRCUMFLEX AND TILDE	0.2159	0.0124		0
U+1ED8	Ộ	Latin Ext Additional	LATIN CAPITAL LETTER O WITH CIRCUMFLEX AND DOT BELOW	0.2482	0.0000		0
U+1ED9	ộ	Latin Ext Additional	LATIN SMALL LETTER O WITH CIRCUMFLEX AND DOT BELOW	0.1950	0.0000		0
U+1EDA	Ớ	Latin Ext Additional	LATIN CAPITAL LETTER O WITH HORN AND ACUTE	0.2424	0.0005		0
U+1EDB	ớ	Latin Ext Additional	LATIN SMALL LETTER O WITH HORN AND ACUTE	0.1831	0.0000		0
U+1EDC	Ờ	Latin Ext Additional	LATIN CAPITAL LETTER O WITH HORN AND GRAVE	0.2424	0.0005		0
U+1EDD	ờ	Latin Ext Additional	LATIN SMALL LETTER O WITH HORN AND GRAVE	0.1831	0.0000		0
U+1EDE	Ở	Latin Ext Additional	LATIN CAPITAL LETTER O WITH HORN AND HOOK ABOVE	0.2448	0.0005		0
U+1EDF	ở	Latin Ext Additional	LATIN SMALL LETTER O WITH HORN AND HOOK ABOVE	0.1848	0.0000		0
U+1EE0	Ỡ	Latin Ext Additional	LATIN CAPITAL LETTER O WITH HORN AND TILDE	0.2586	0.0005		0
U+1EE1	ỡ	Latin Ext Additional	LATIN SMALL LETTER O WITH HORN AND TILDE	0.1959	0.0000		0
U+1EE2	Ợ	Latin Ext Additional	LATIN CAPITAL LETTER O WITH HORN AND DOT BELOW	0.2392	0.0005		0
U+1EE3	ợ	Latin Ext Additional	LATIN SMALL LETTER O WITH HORN AND DOT BELOW	0.1779	0.0000		0
U+1EE4	Ụ	Latin Ext Additional	LATIN CAPITAL LETTER U WITH DOT BELOW	0.1934	0.0000		0
U+1EE5	ụ	Latin Ext Additional	LATIN SMALL LETTER U WITH DOT BELOW	0.1521	0.0000		0
U+1EE6	Ủ	Latin Ext Additional	LATIN CAPITAL LETTER U WITH HOOK ABOVE	0.1992	0.0000		0
U+1EE7	ủ	Latin Ext Additional	LATIN SMALL LETTER U WITH HOOK ABOVE	0.1590	0.0000		0
U+1EE8	Ứ	Latin Ext Additional	LATIN CAPITAL LETTER U WITH HORN AND ACUTE	0.2047	0.0541		0
U+1EE9	ứ	Latin Ext Additional	LATIN SMALL LETTER U WITH HORN AND ACUTE	0.1728	0.0136		0
U+1EEA	Ừ	Latin Ext Additional	LATIN CAPITAL LETTER U WITH HORN AND GRAVE	0.2046	0.0541		0
U+1EEB	ừ	Latin Ext Additional	LATIN SMALL LETTER U WITH HORN AND GRAVE	0.1728	0.0136		0
U+1EEC	Ử	Latin Ext Additional	LATIN CAPITAL LETTER U WITH HORN AND HOOK ABOVE	0.2071	0.0535		0
U+1EED	ử	Latin Ext Additional	LATIN SMALL LETTER U WITH HORN AND HOOK ABOVE	0.1745	0.0135		0
U+1EEE	Ữ	Latin Ext Additional	LATIN CAPITAL LETTER U WITH HORN AND TILDE	0.2209	0.0503		0
U+1EEF	ữ	Latin Ext Additional	LATIN SMALL LETTER U WITH HORN AND TILDE	0.1920	0.0123		0
U+1EF0	Ự	Latin Ext Additional	LATIN CAPITAL LETTER U WITH HORN AND DOT BELOW	0.2015	0.0549		0
U+1EF1	ự	Latin Ext Additional	LATIN SMALL LETTER U WITH HORN AND DOT BELOW	0.1676	0.0140		0
U+1EF2	Ỳ	Latin Ext Additional	LATIN CAPITAL LETTER Y WITH GRAVE	0.1468	0.0000		0
U+1EF3	ỳ	Latin Ext Additional	LATIN SMALL LETTER Y WITH GRAVE	0.1583	0.0000		0
U+1EF4	Ỵ	Latin Ext Additional	LATIN CAPITAL LETTER Y WITH DOT BELOW	0.1437	0.0000		0
U+1EF5	ỵ	Latin Ext Additional	LATIN SMALL LETTER Y WITH DOT BELOW	0.1532	0.0000		0
U+1EF6	Ỷ	Latin Ext Additional	LATIN CAPITAL LETTER Y WITH HOOK ABOVE	0.1493	0.0000		0
U+1EF7	ỷ	Latin Ext Additional	LATIN SMALL LETTER Y WITH HOOK ABOVE	0.1600	0.0000		0
U+1EF8	Ỹ	Latin Ext Additional	LATIN CAPITAL LETTER Y WITH TILDE	0.1631	0.0000		0
U+1EF9	ỹ	Latin Ext Additional	LATIN SMALL LETTER Y WITH TILDE	0.1776	0.0000		0
U+2011	‑	General Punctuation	NON-BREAKING HYPHEN	0.0521	0.0000	U+002D	0
U+2012	‒	General Punctuation	FIGURE DASH	0.0623	0.0000		1
U+2013	–	General Punctuation	EN DASH	0.0623	0.0000	U+2012	0
U+2014	—	General Punctuation	EM DASH	0.0623	0.0000	U+2012	0
U+2018	‘	General Punctuation	LEFT SINGLE QUOTATION MARK	0.0393	0.0000		1
U+2019	’	General Punctuation	RIGHT SINGLE QUOTATION MARK	0.0393	0.0000	U+02BC	0
U+201A	‚	General Punctuation	SINGLE LOW-9 QUOTATION MARK	0.0392	0.0000		1
U+201C	“	General Punctuation	LEFT DOUBLE QUOTATION MARK	0.0725	0.0000		1
U+201D	”	General Punctuation	RIGHT DOUBLE QUOTATION MARK	0.0722	0.0000		1
U+201E	„	General Punctuation	DOUBLE LOW-9 QUOTATION MARK	0.0726	0.0000		1
U+2020	†	General Punctuation	DAGGER	0.1061	0.0000		1
U+2021	‡	General Punctuation	DOUBLE DAGGER	0.1442	0.0000		1
U+2022	•	General Punctuation	BULLET	0.1705	0.0000		1
U+2023	‣	General Punctuation	TRIANGULAR BULLET	0.1057	0.0000		1
U+2026	…	General Punctuation	HORIZONTAL ELLIPSIS	0.0614	0.0000		1
U+2030	‰	General Punctuation	PER MILLE SIGN	0.2089	0.0000		1
U+2032	′	General Punctuation	PRIME	0.0399	0.0000		1
U+2033	″	General Punctuation	DOUBLE PRIME	0.0727	0.0000		1
U+2034	‴	General Punctuation	TRIPLE PRIME	0.1013	0.0000		1
U+2039	‹	General Punctuation	SINGLE LEFT-POINTING ANGLE QUOTATION MARK	0.0463	0.0000		1
U+203A	›	General Punctuation	SINGLE RIGHT-POINTING ANGLE QUOTATION MARK	0.0463	0.0000		1
U+2043	⁃	General Punctuation	HYPHEN BULLET	0.0254	0.0000		1
U+2044	⁄	General Punctuation	FRACTION SLASH	0.0612	0.0000		1
U+2070	⁰	Super/Subscripts	SUPERSCRIPT ZERO	0.1315	0.0000		1
U+2071	ⁱ	Super/Subscripts	SUPERSCRIPT LATIN SMALL LETTER I	0.0975	0.0000		1
U+2074	⁴	Super/Subscripts	SUPERSCRIPT FOUR	0.0903	0.0000		1
U+2075	⁵	Super/Subscripts	SUPERSCRIPT FIVE	0.1132	0.0000		1
U+2076	⁶	Super/Subscripts	SUPERSCRIPT SIX	0.1052	0.0000		1
U+2077	⁷	Super/Subscripts	SUPERSCRIPT SEVEN	0.0768	0.0000		1
U+2078	⁸	Super/Subscripts	SUPERSCRIPT EIGHT	0.1300	0.0000		1
U+2079	⁹	Super/Subscripts	SUPERSCRIPT NINE	0.1058	0.0000		1
U+207A	⁺	Super/Subscripts	SUPERSCRIPT PLUS SIGN	0.0624	0.0000		1
U+207B	⁻	Super/Subscripts	SUPERSCRIPT MINUS	0.0336	0.0000		1
U+207C	⁼	Super/Subscripts	SUPERSCRIPT EQUALS SIGN	0.0709	0.0000		1
U+207D	⁽	Super/Subscripts	SUPERSCRIPT LEFT PARENTHESIS	0.0662	0.0000		1
U+207E	⁾	Super/Subscripts	SUPERSCRIPT RIGHT PARENTHESIS	0.0661	0.0000		1
U+207F	ⁿ	Super/Subscripts	SUPERSCRIPT LATIN SMALL LETTER N	0.1076	0.0000		1
U+20A1	₡	Currency	COLON SIGN	0.2519	0.0000		0
U+20A2	₢	Currency	CRUZEIRO SIGN	0.1978	0.0000		0
U+20A3	₣	Currency	FRENCH FRANC SIGN	0.1600	0.0000		0
U+20A4	₤	Currency	LIRA SIGN	0.1933	0.0000		0
U+20A5	₥	Currency	MILL SIGN	0.2157	0.0000		0
U+20A6	₦	Currency	NAIRA SIGN	0.2293	0.0000		0
U+20A7	₧	Currency	PESETA SIGN	0.2037	0.0000		0
U+20A8	₨	Currency	RUPEE SIGN	0.2346	0.0000		0
U+20A9	₩	Currency	WON SIGN	0.2241	0.0000		0
U+20AA	₪	Currency	NEW SHEQEL SIGN	0.2474	0.0000		0
U+20AB	₫	Currency	DONG SIGN	0.2044	0.0000		0
U+20AC	€	Currency	EURO SIGN	0.1875	0.0000		0
U+20AD	₭	Currency	KIP SIGN	0.2007	0.0000		0
U+20AE	₮	Currency	TUGRIK SIGN	0.1646	0.0000		0
U+20B1	₱	Currency	PESO SIGN	0.2219	0.0000		0
U+20B2	₲	Currency	GUARANI SIGN	0.2481	0.0000		0
U+20B3	₳	Currency	AUSTRAL SIGN	0.2055	0.0000		0
U+20B4	₴	Currency	HRYVNIA SIGN	0.1977	0.0000		0
U+20B5	₵	Currency	CEDI SIGN	0.2303	0.0000		0
U+20B8	₸	Currency	TENGE SIGN	0.1462	0.0000		0
U+20B9	₹	Currency	INDIAN RUPEE SIGN	0.1631	0.0000		0
U+20BA	₺	Currency	TURKISH LIRA SIGN	0.1609	0.0000		0
U+20BC	₼	Currency	MANAT SIGN	0.2029	0.0000		0
U+20BD	₽	Currency	RUBLE SIGN	0.1993	0.0000		0
U+20BE	₾	Currency	LARI SIGN	0.2118	0.0000		0
U+20BF	₿	Currency	BITCOIN SIGN	0.2422	0.0000		0
U+2116	№	Letterlike	NUMERO SIGN	0.2113	0.0000		1
U+2117	℗	Letterlike	SOUND RECORDING COPYRIGHT	0.1400	0.0000		1
U+2122	™	Letterlike	TRADE MARK SIGN	0.1468	0.0000		1
U+2126	Ω	Letterlike	OHM SIGN	0.2206	0.0000	U+03A9	0
U+2190	←	Arrows	LEFTWARDS ARROW	0.1137	0.0000		1
U+2191	↑	Arrows	UPWARDS ARROW	0.1292	0.0000		1
U+2192	→	Arrows	RIGHTWARDS ARROW	0.1136	0.0000		1
U+2193	↓	Arrows	DOWNWARDS ARROW	0.1292	0.0000		1
U+2194	↔	Arrows	LEFT RIGHT ARROW	0.1354	0.0009		1
U+2195	↕	Arrows	UP DOWN ARROW	0.1462	0.0000		1
U+2196	↖	Arrows	NORTH WEST ARROW	0.1296	0.0000		1
U+2197	↗	Arrows	NORTH EAST ARROW	0.1295	0.0000		1
U+2198	↘	Arrows	SOUTH EAST ARROW	0.1293	0.0000		1
U+2199	↙	Arrows	SOUTH WEST ARROW	0.1294	0.0000		1
U+21E7	⇧	Arrows	UPWARDS WHITE ARROW	0.1466	0.0014		1
U+2202	∂	Math Operators	PARTIAL DIFFERENTIAL	0.1839	0.0000		1
U+2206	∆	Math Operators	INCREMENT	0.1840	0.0000	U+0394	0
U+220F	∏	Math Operators	N-ARY PRODUCT	0.2380	0.0000		1
U+2211	∑	Math Operators	N-ARY SUMMATION	0.1767	0.0000		1
U+2212	−	Math Operators	MINUS SIGN	0.0521	0.0000	U+002D	0
U+2213	∓	Math Operators	MINUS-OR-PLUS SIGN	0.1141	0.0000		1
U+2219	∙	Math Operators	BULLET OPERATOR	0.0227	0.0000		1
U+221A	√	Math Operators	SQUARE ROOT	0.1463	0.0000		1
U+221E	∞	Math Operators	INFINITY	0.1347	0.0000		1
U+222B	∫	Math Operators	INTEGRAL	0.1120	0.0000		1
U+2248	≈	Math Operators	ALMOST EQUAL TO	0.0990	0.0000		1
U+2260	≠	Math Operators	NOT EQUAL TO	0.1262	0.0000		1
U+2264	≤	Math Operators	LESS-THAN OR EQUAL TO	0.1347	0.0000		1
U+2265	≥	Math Operators	GREATER-THAN OR EQUAL TO	0.1349	0.0000		1
U+2303	⌃	Misc Technical	UP ARROWHEAD	0.0752	0.0000		1
U+2318	⌘	Misc Technical	PLACE OF INTEREST SIGN	0.2301	0.0000		1
U+2325	⌥	Misc Technical	OPTION KEY	0.1064	0.0000		1
